ts,label,qx,qy,qz,qw,px,py,pz
1765852781.4398406,SOCO,-0.1034367664572676,0.02892217355601569,0.044005806663519616,0.9932410745642536,0.0,0.0,0.0
1765852781.4399295,SOCO,-0.10343773602359939,0.02892724966537663,0.04401871712280643,0.9932402536828496,0.0,0.0,0.0
1765852781.486396,SOCO,-0.10367757792750684,0.029448557941904208,0.046982089822784276,0.9930641598135097,0.0,0.0,0.0
1765852781.4864995,SOCO,-0.10368023989251439,0.029466963054004876,0.04703237318731311,0.9930609557406704,0.0,0.0,0.0
1765852781.4868782,SOCO,-0.10368068168027722,0.029476510330025837,0.04704535978471009,0.9930600111311522,0.0,0.0,0.0
1765852781.487014,SOCO,-0.10367888854678119,0.02948902658955334,0.04705163647912243,0.9930595293763316,0.0,0.0,0.0
1765852781.4886756,SOCO,-0.10365808887817729,0.029587996234159825,0.04709011238139667,0.9930569331135445,0.0,0.0,0.0
1765852781.5300937,SOCO,-0.10320064204301937,0.03164407169136169,0.04850642695799731,0.9929730141108916,0.0,0.0,0.0
1765852781.53024,SOCO,-0.10320092258671003,0.031649060011689385,0.04852466125761505,0.9929719350653683,0.0,0.0,0.0
1765852781.531736,SOCO,-0.10321180372418182,0.03165472906246261,0.04864256037990353,0.9929648548763801,0.0,0.0,0.0
1765852781.5748932,SOCO,-0.10369648393339824,0.03177453399454274,0.052464810964881085,0.9927159018670445,0.0,0.0,0.0
1765852781.574984,SOCO,-0.10370062001090251,0.03177696785653106,0.05248411505981622,0.9927143715034992,0.0,0.0,0.0
1765852781.5767019,SOCO,-0.10374165083274932,0.03181381831815109,0.05262578933047973,0.9927014038188218,0.0,0.0,0.0
1765852781.620161,SOCO,-0.10481956527979669,0.03388512281253511,0.05622315199961475,0.9923223339045444,0.0,0.0,0.0
1765852781.6202445,SOCO,-0.10482564447654999,0.03389559220687233,0.05624370722924848,0.9923201693436106,0.0,0.0,0.0
