ts,label,qx,qy,qz,qw,px,py,pz
1765824978.876263,PASSA,0.04055135634536562,0.06746466805164032,0.944576403093386,-0.3187154291564728,-0.003904434674896779,-0.0005917982495565179,-1.269540866483484e-08
1765824978.8764303,PASSA,0.04055854893947358,0.06746086190753478,0.9445747516525747,-0.3187202139166795,-0.0038263459813988434,-0.0005799622845653875,-1.2441500491538144e-08
1765824978.8765657,PASSA,0.04056085306111441,0.06745813583953933,0.944573961729851,-0.3187228387329387,-0.0037498190617708664,-0.0005683630388740797,-1.219267048170738e-08
1765824978.920021,PASSA,0.040924288616445266,0.06642613111489504,0.9443397298646269,-0.3195860546168249,-0.003674822680535449,-0.0005569957780965981,-1.1948817072073232e-08
1765824978.920153,PASSA,0.040928185485457014,0.06641893370812507,0.9443381837221465,-0.3195916201065062,-0.00360132622692474,-0.0005458558625346661,-1.1709840730631768e-08
1765824978.9222033,PASSA,0.04097330428167329,0.06635854800855143,0.9443238497441722,-0.31964073308448065,-0.003529299702386245,-0.0005349387452839728,-1.1475643916019132e-08
1765824978.9660187,PASSA,0.042449158894862345,0.06438912596803557,0.9438292723360081,-0.32130735137539645,-0.00345871370833852,-0.0005242399703782933,-1.1246131037698749e-08
1765824978.9661467,PASSA,0.04246159808535786,0.06437219924275335,0.9438253228809071,-0.321320700455853,-0.0033895394341717498,-0.0005137551709707273,-1.1021208416944773e-08
1765824978.9662569,PASSA,0.0424741663003747,0.06435701623558376,0.9438219768409432,-0.3213319089203483,-0.0033217486454883145,-0.0005034800675513128,-1.0800784248605878e-08
1765824979.010009,PASSA,0.04907134582044642,0.05834740011751501,0.9422166477881055,-0.32621369154258667,-0.003255313672578548,-0.0004934104662002865,-1.0584768563633761e-08
1765824979.0101004,PASSA,0.049145763071440966,0.05832691035810539,0.9422015702061949,-0.32624969977179147,-0.003190207399126977,-0.00048354225687628077,-1.0373073192361086e-08
1765824979.0121534,PASSA,0.050132282799687115,0.05825568998928728,0.9420234152658056,-0.3266265664273377,-0.0031264032511444375,-0.00047387141173875513,-1.0165611728513864e-08
1765824979.012277,PASSA,0.050268671568301344,0.058257944478266724,0.9420038764755425,-0.3266615515621271,-0.003063875186121549,-0.00046439398350398004,-9.962299493943587e-09
1765824979.0551121,PASSA,0.08598162344187248,0.057754752764420776,0.9373077057029916,-0.33275488545356413,-0.0030025976823991178,-0.00045510610383390045,-9.763053504064714e-09
1765824979.0552232,PASSA,0.08616268519146865,0.0577364892002818,0.9372874462557969,-0.3327682866300635,-0.0029425457287511354,-0.00044600398175722244,-9.56779243398342e-09
1765824979.0578065,PASSA,0.0886098720972676,0.05704227323445925,0.9371608470549637,-0.3326018887173882,-0.0028836948141761124,-0.000437083902122078,-9.376436585303751e-09
1765824979.101105,PASSA,0.1322836716554553,0.04021537690186224,0.935041373929494,-0.3264680424084983,-0.00282602091789259,-0.0004283422240796364,-9.188907853597676e-09
1765824979.101199,PASSA,0.13254977057629685,0.040103316716825516,0.9350250695581727,-0.3264205900463625,-0.002769500499534738,-0.0004197753795980437,-9.005129696525723e-09
1765824979.1012552,PASSA,0.1326470423887917,0.04006788443293283,0.9350178143262182,-0.32640620961494704,-0.0027141104895440434,-0.0004113798720060828,-8.825027102595208e-09
1765824979.1461809,PASSA,0.2051201432099106,0.018961069101360337,0.9256508889015493,-0.3173903536401991,-0.0026598282797531624,-0.00040315227456596116,-8.648526560543304e-09
1765824979.146307,PASSA,0.20560558608899435,0.0188643119225901,0.9255630994157131,-0.31733803696479107,-0.0026066317141580993,-0.0003950892290746419,-8.475556029332438e-09
1765824979.1464045,PASSA,0.20588824800139857,0.01884297710445046,0.9255108059520434,-0.31730855584864853,-0.0025544990798749374,-0.00038718744449314904,-8.30604490874579e-09
1765824979.1910427,PASSA,0.3018983769317378,0.015483950596291488,0.9037133565030038,-0.3031827609841779,-0.0025034090982774385,-0.00037944369560328605,-8.139924010570875e-09
1765824979.1911685,PASSA,0.30242403601822504,0.015484909681733728,0.9035724103613274,-0.30307889937179167,-0.0024533409163118897,-0.00037185482169122035,-7.977125530359457e-09
1765824979.1912706,PASSA,0.3026954120712782,0.015493781628038947,0.9035045270065137,-0.30300990069731654,-0.002404274097985652,-0.00036441772525739593,-7.817583019752268e-09
1765824979.2363577,PASSA,0.39516214425641943,0.0191673458236944,0.8767544511150211,-0.27346137762166994,-0.0023561886160259385,-0.000357129370752248,-7.661231359357223e-09
1765824979.2364554,PASSA,0.395913548888409,0.01920131163148832,0.8765078158633471,-0.2731626258635697,-0.0023090648437054198,-0.00034998678333720304,-7.508006732170079e-09
1765824979.2802334,PASSA,0.48341516515874416,0.021975310505419645,0.8453197895440526,-0.2264096226487134,-0.0022628835468313114,-0.000342987047670459,-7.357846597526677e-09
1765824979.2803156,PASSA,0.48401297896963,0.021987498621897285,0.845082665949044,-0.22601609191770616,-0.0022176258758946853,-0.0003361273067170498,-7.210689665576144e-09
1765824979.2819417,PASSA,0.48708168068525887,0.022007878519246023,0.8439256013730004,-0.22373347753772851,-0.0021732733583767917,-0.0003294047605827088,-7.0664758722646205e-09
1765824979.2820628,PASSA,0.4874441781727136,0.022022546014679945,0.8437932042770362,-0.2234417352431082,-0.0021298078912092558,-0.0003228166653710546,-3.010381106602779e-07
1765824979.2849638,PASSA,0.49320511661362326,0.022247629493311744,0.8416260999833444,-0.21890469102990046,-0.002139310570075574,-0.0003587140691761691,-9.441864860843849e-05
1765824979.3260095,PASSA,0.5731159765093875,0.022951104293295162,0.8041033041215637,-0.15629843435618115,-0.02354387909025374,-0.01355583117201598,-0.017891413445463508
1765824979.32615,PASSA,0.5735367487533009,0.022946572382373166,0.8038632455156276,-0.15599017646786392,-0.02366111612487522,-0.013628113504108056,-0.017988561201573577
1765824979.3262126,PASSA,0.5737336092090023,0.022945927456578013,0.8037484080399112,-0.15585803364112402,-0.023715967046681104,-0.013661942346899214,-0.018033850560255367
1765824979.3701494,PASSA,0.6298241335855828,0.018902736742706087,0.7691878102299569,-0.10636897992577529,-0.07993689204472951,-0.04902163025972121,-0.03653811159520361
1765824979.3702734,PASSA,0.6299790866628399,0.018884248441632213,0.7690900739207548,-0.10616116862966743,-0.08024706639693809,-0.04921681728118059,-0.036639855106333725
1765824979.3718643,PASSA,0.6305715599585289,0.01899364813798504,0.7687175865885306,-0.10531866487656684,-0.08224708605002637,-0.050482602333543194,-0.03728193446542622
1765824979.4160683,PASSA,0.6404254324391148,0.033423122498233274,0.7605007496534713,-0.10186643286259256,-0.17160917303183906,-0.11628688351453866,-0.05537053649916402
1765824979.4161744,PASSA,0.6404634911017025,0.03365371099887783,0.7604331847321127,-0.10205545482726489,-0.1721228205877928,-0.11666543305627902,-0.05547429099353429
1765824979.416233,PASSA,0.6404762280248608,0.03375569647041233,0.76040552888932,-0.10214786304861018,-0.1722742328355404,-0.11677705539889761,-0.05550485695143268
1765824979.46105,PASSA,0.6449150280598505,0.10813551310108638,0.7376080813587643,-0.16830221538402107,-0.27868070418931956,-0.221887608170209,-0.07325674317995085
1765824979.4611855,PASSA,0.6449099176515131,0.10861730184801008,0.7374469969084939,-0.16871694225720388,-0.2793578022882212,-0.22255772230726711,-0.07336962452726786
1765824979.461254,PASSA,0.6448940010461144,0.108796814465027,0.7373962958680579,-0.16888363868967374,-0.2796171218471475,-0.2228146268892029,-0.07341285658070995
1765824979.4613123,PASSA,0.6448765735518123,0.10888840339799842,0.737374059768954,-0.16898821399541367,-0.2797623240698521,-0.2229585547178485,-0.07343706374147278
1765824979.5061255,PASSA,0.6255226256712823,0.16802436157317055,0.7204450772936636,-0.2478873721966504,-0.36761419286030783,-0.35873778113599075,-0.09052371669907214
1765824979.5062115,PASSA,0.6254118586140455,0.16823740089352698,0.7203708315261753,-0.24823788818752585,-0.36797240275390336,-0.35929237410422815,-0.09059344964119306
1765824979.5062673,PASSA,0.6253660865258029,0.16831015559479023,0.7203484271377277,-0.24836886452867082,-0.36810079979196303,-0.35949129029440285,-0.09061845607270137
1765824979.5509672,PASSA,0.5926884470270046,0.21962429837867706,0.7011976192567695,-0.3298597748605157,-0.4214626476284336,-0.4909154657880793,-0.10714023662827707
1765824979.5511177,PASSA,0.5924909700353508,0.21997993250410267,0.7010460904540458,-0.330299347230898,-0.42178373553463255,-0.49170922237418246,-0.10724002247118518
1765824979.5511763,PASSA,0.5924402463201822,0.22010598957971989,0.7009925610040225,-0.3304199408453367,-0.42188205522541494,-0.4919525505444855,-0.10727061208392298
1765824979.5959187,PASSA,0.5644318979778779,0.28829457276784126,0.6681368571621396,-0.3897383891268562,-0.4480820063277543,-0.6029260086409919,-0.12332244031006093
1765824979.5960426,PASSA,0.5642855039293323,0.28862112923273914,0.6679629508655182,-0.3900066795410912,-0.4482054017052273,-0.6034505415787705,-0.12339836922287459
1765824979.596114,PASSA,0.5642122570862282,0.28877680056333704,0.6678834049641957,-0.39013362554834835,-0.44826785450920686,-0.6037164685502785,-0.12343687894060162
1765824979.640995,PASSA,0.5356532375442769,0.3429032410128988,0.6383977354047445,-0.4335219808052161,-0.4567841536860655,-0.6898844174518528,-0.13905540389503823
1765824979.6410983,PASSA,0.5355092464202361,0.3431466594214273,0.6382552955355727,-0.4337169524553363,-0.4568289900947779,-0.6903421082815798,-0.13913847228224133
1765824979.641156,PASSA,0.5354732647598074,0.3432024633126559,0.6382219371917414,-0.4337663089623482,-0.45684238184332837,-0.690479159322348,-0.13916335571430083
1765824979.6860132,PASSA,0.5144817750093709,0.37181576575193886,0.6192650711174859,-0.4621388440883993,-0.4538195456228759,-0.7539238544440081,-0.15430628332899313
1765824979.6861742,PASSA,0.5143615451239631,0.3719607210238951,0.6191572935544454,-0.4623004096379408,-0.453801841453021,-0.7542876915717859,-0.15439328142052275
1765824979.6862965,PASSA,0.5143011189930652,0.37202949511330397,0.619100705963485,-0.4623880725578197,-0.4537926429326375,-0.7544765446783831,-0.154438482846222
1765824979.6864922,PASSA,0.5142311190662894,0.37210902126858425,0.6190337324563764,-0.46249158971325666,-0.4537818937124779,-0.754696983915871,-0.15449130439317835
1765824979.7300584,PASSA,0.495006449250769,0.39259288658870145,0.6011452726528033,-0.489350387521338,-0.45090417469011174,-0.7955016779839373,-0.16863238330036584
1765824979.7301502,PASSA,0.49487804736664365,0.3927018117871326,0.6010520974902206,-0.4895072842729594,-0.4508862615357535,-0.795755020164156,-0.16872040833939406
1765824979.7318916,PASSA,0.49408042195829877,0.3932285503314238,0.6006197542372753,-0.490419977837069,-0.45077871226999294,-0.7972535108168063,-0.16924890422162236
